,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
1097,Stellaria uliginosa,bekkestjerneblom,2,Stellaria uliginosa,,102663,143564,Stellaria uliginosa,Murray,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,bekkestjerneblom,bekkestjerneblom,,5384607
1098,Stereocaulon alpinum,fjellsaltlav,2,Stereocaulon alpinum,,51305,75332,Stereocaulon alpinum,Laurer,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,fjellsaltlav,,,5261360
1099,Stereocaulon condensatum,sandsaltlav,1,Stereocaulon condensatum,,51320,75347,Stereocaulon condensatum,Hoffm.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,sandsaltlav,,,5261371
1100,Stereocaulon dactylophyllum,fingersaltlav,1,Stereocaulon dactylophyllum,,51329,75356,Stereocaulon dactylophyllum,Flörke,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,fingersaltlav,,,5261362
1101,Stereocaulon glareosum,grussaltlav,2,Stereocaulon glareosum,,51339,75366,Stereocaulon glareosum,(Sav.) Magnusson,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,grussaltlav,,,5261373
1102,Stereocaulon leucophaeopsis,kobbersaltlav,1,Stereocaulon leucophaeopsis,,51352,75379,Stereocaulon leucophaeopsis,(Nyl.) P. James & Pur,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,kobbersaltlav,,,5261379
1103,Stereocaulon paschale,vanlig saltlav,8,Stereocaulon paschale,,51364,75391,Stereocaulon paschale,(L.) Hoffm.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,vanlig saltlav,,,5261384
1104,Stereocaulon rivulorum,bresaltlav,1,Stereocaulon rivulorum,,51374,75401,Stereocaulon rivulorum,Magnusson,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,bresaltlav,,,7247092
1105,Stereocaulon saxatile,grå saltlav,2,Stereocaulon saxatile,,51381,75408,Stereocaulon saxatile,Magnusson,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,grå saltlav,,,5261385
1106,Stereocaulon spp.,saltlav,5,Stereocaulon,,51304,75331,Stereocaulon,,genus,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae,,,,2608513
1107,Stereocaulon tornense,skorpesaltlav,1,Stereocaulon tornense,,51395,75422,Stereocaulon tornense,(H. Magn.) P. James &,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,skorpesaltlav,,,5261370
1108,Stereocaulon vesuvianum,skjoldsaltlav,2,Stereocaulon vesuvianum,,51400,75427,Stereocaulon vesuvianum,Pers.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,skjoldsaltlav,,,7247041
1109,Sticta spp.,porelav,1,Sticta,,54322,78349,Sticta,,genus,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Lobariaceae,,,,2601351
1110,Straminergon stramineum,grasmose,6,Straminergon stramineum,,64574,104614,Straminergon stramineum,(Dicks. ex Brid.) Hedenäs,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Calliergonaceae,Straminergon,,,,Plantae Bryophyta Bryopsida Hypnales Calliergonaceae Straminergon,grasmose,grasmose,,2681726
1111,Suaeda maritima,saftmelde,3,Suaeda maritima,,138137,101440,Suaeda maritima,(L.) Dumort.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Suaeda,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Suaeda,saftmelde,saftmelde,,3083541
1112,Subularia aquatica,sylblad,1,Subularia aquatica,,61277,101317,Subularia aquatica,L.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Subularia,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Subularia,sylblad,sylblad,,5373421
1113,Succisa pratensis,blåknapp,5,Succisa pratensis,,138139,101740,Succisa pratensis,Moench,species,,,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Succisa,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Succisa,blåknapp,blåknapp,,2888811
1114,Syntrichia norvegica,fjellhårstjerne,3,Syntrichia norvegica,,64902,104942,Syntrichia norvegica,F.Weber,species,,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia,,,,Plantae Bryophyta Bryopsida Pottiales Pottiaceae Syntrichia,fjellhårstjerne,fjellhårstjerne,,2671266
1115,Syntrichia ruraliformis,dynehårstjerne,3,Syntrichia ruraliformis,,114550,153874,Syntrichia ruraliformis,(Besch.) Mans.,species,,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia,,,,Plantae Bryophyta Bryopsida Pottiales Pottiaceae Syntrichia,dynehårstjerne,,,
1116,Syntrichia ruralis,putehårstjerne,6,Syntrichia ruralis,,64904,104944,Syntrichia ruralis,(Hedw.) F.Weber & D.Mohr,species,,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia,,,,Plantae Bryophyta Bryopsida Pottiales Pottiaceae Syntrichia,putehårstjerne,putehårstjerne,,2671271
1117,Tanacetum vulgare,reinfann,1,Tanacetum vulgare,,143953,100848,Tanacetum vulgare,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Tanacetum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Tanacetum,reinfann,reinfann,,3118274
1118,Taraxacum crocea agg.,fjelløvetenner,17,Taraxacum crocea agg.,,143955,167881,Taraxacum crocea,agg.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Taraxacum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Taraxacum Crocea,fjelløvetenner,fjelløvetenner,,
1119,Taraxacum obliquum,butt kystløvetann,1,Taraxacum obliquum,,138395,100868,Taraxacum obliquum,(Fr.) Dahlst.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Taraxacum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Taraxacum Obliqua,butt kystløvetann,butt kystløvetann,,5394085
1120,Taraxacum officinale agg.,ugrasløvetenner,13,Taraxacum officinale agg.,,60829,100869,Taraxacum officinale agg.,,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Taraxacum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Taraxacum Ruderalia,ugrasløvetenner,ugrasløvetenner,,
1121,Tayloria lingulata,myrtrompetmose,1,Tayloria lingulata,,65019,105059,Tayloria lingulata,(Dicks.) Lindb.,species,,,Plantae,Bryophyta,Bryopsida,Splachnales,Splachnaceae,Tayloria,,,,Plantae Bryophyta Bryopsida Splachnales Splachnaceae Tayloria,myrtrompetmose,myrtrompetmose,,5281481
1122,Teesdalia nudicaulis,sandkarse,1,Teesdalia nudicaulis,,139451,101319,Teesdalia nudicaulis,(L.) W.T.Aiton,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Teesdalia,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Teesdalia,sandkarse,sandkarse,,3054168
1123,Thalictrum alpinum,fjellfrøstjerne,30,Thalictrum alpinum,,63140,103180,Thalictrum alpinum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Thalictrum,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Thalictrum,fjellfrøstjerne,fjellfrøstjerne,,3033134
1124,Thalictrum flavum,gul frøstjerne,1,Thalictrum flavum,,63143,103183,Thalictrum flavum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Thalictrum,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Thalictrum,gul frøstjerne,gul frøstjerne,,7277919
1125,Thalictrum minus,kystfrøstjerne,4,Thalictrum minus,,63145,103185,Thalictrum minus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Thalictrum,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Thalictrum,kystfrøstjerne,kystfrøstjerne,,3033129
1126,Thalictrum simplex,rankfrøstjerne,3,Thalictrum simplex,,63148,103188,Thalictrum simplex,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Thalictrum,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Thalictrum,rankfrøstjerne,stautfrøstjerne,,7276649
1127,Thamnobryum alopecurum,buskrevemose,1,Thamnobryum alopecurum,,64693,104733,Thamnobryum alopecurum,(Hedw.) Gangulee,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Thamnobryum,,,,Plantae Bryophyta Bryopsida Hypnales Neckeraceae Thamnobryum,buskrevemose,buskrevemose,,2678712
1128,Thamnolia vermicularis,makklav,6,Thamnolia vermicularis,,52499,76526,Thamnolia vermicularis,(Sw.) Schaerer,species,,,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Icmadophilaceae,Thamnolia,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Icmadophilaceae Thamnolia,makklav,,,2600378
1129,Thlaspi arvense,pengeurt,3,Thlaspi arvense,,61281,101321,Thlaspi arvense,L.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Thlaspi,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Thlaspi,pengeurt,pengeurt,,3052680
1130,Thymus pulegioides,bakketimian,1,Thymus pulegioides,,144494,102387,Thymus pulegioides,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Thymus,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Thymus,bakketimian,bakketimian,,5341443
1131,Timmia norvegica,vortesliremose,1,Timmia norvegica,,65043,105083,Timmia norvegica,J.E.Zetterst.,species,,,Plantae,Bryophyta,Bryopsida,Timmiales,Timmiaceae,Timmia,,,,Plantae Bryophyta Bryopsida Timmiales Timmiaceae Timmia,vortesliremose,vortesliremose,,5282505
1132,Tofieldia pusilla,bjørnebrodd,17,Tofieldia pusilla,,139587,99385,Tofieldia pusilla,(Michx.) Pers.,species,,,Plantae,Magnoliophyta,Monocots,Alismatales,Tofieldiaceae,Tofieldia,,,,Plantae Magnoliophyta Monocots Alismatales Tofieldiaceae Tofieldia,bjørnebrodd,bjørnebrodd,,2864429
1133,Tomentypnum nitens,gullmose,10,Tomentypnum nitens,,64488,104528,Tomentypnum nitens,(Hedw.) Loeske,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Tomentypnum,,,,Plantae Bryophyta Bryopsida Hypnales Amblystegiaceae Tomentypnum,gullmose,gullmose,,2680053
1134,Tortella tortuosa,putevrimose,8,Tortella tortuosa,,64910,104950,Tortella tortuosa,(Hedw.) Limpr.,species,,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortella,,,,Plantae Bryophyta Bryopsida Pottiales Pottiaceae Tortella,putevrimose,putevrimose,,2671369
1135,Tortula truncata,åkertustmose,2,Tortula truncata,,64923,104963,Tortula truncata,(Hedw.) Mitt.,species,,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,,,,Plantae Bryophyta Bryopsida Pottiales Pottiaceae Tortula,åkertustmose,åkertustmose,,5280675
1136,Tremolecia atrata,mønjelav,2,Tremolecia atrata,,104774,69725,Tremolecia atrata,(Ach.) Hertel,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Hymeneliaceae,Tremolecia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Hymeneliaceae Tremolecia,mønjelav,,,2607843
1137,Trichophorum alpinum,sveltull,4,Trichophorum alpinum,,138434,99798,Trichophorum alpinum,(L.) Pers.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Trichophorum,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Trichophorum,sveltull,sveltull,,2710560
1138,Trichophorum cespitosum,bjørneskjegg,12,Trichophorum cespitosum,,138441,99799,Trichophorum cespitosum,(L.) Hartm.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Trichophorum,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Trichophorum,bjørneskjegg,bjørneskjegg,,2710592
1139,Trifolium arvense,harekløver,2,Trifolium arvense,,62006,102046,Trifolium arvense,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Trifolium,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Trifolium,harekløver,harekløver,,5359246
1140,Trifolium fragiferum,jordbærkløver,1,Trifolium fragiferum,,138479,102052,Trifolium fragiferum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Trifolium,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Trifolium,jordbærkløver,jordbærkløver,,5358935
1141,Trifolium hybridum,fôrkløver,3,Trifolium hybridum,,144400,102054,Trifolium hybridum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Trifolium,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Trifolium,fôrkløver,fôrkløver,,6109535
1142,Trifolium medium,skogkløver,3,Trifolium medium,,138484,102058,Trifolium medium,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Trifolium,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Trifolium,skogkløver,skogkløver,,5358812
1143,Trifolium pratense,rødkløver,11,Trifolium pratense,,62023,102063,Trifolium pratense,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Trifolium,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Trifolium,rødkløver,raudkløver,,8324121
1144,Trifolium repens,hvitkløver,21,Trifolium repens,,138488,102064,Trifolium repens,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Trifolium,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Trifolium,hvitkløver,kvitkløver,,5358748
1145,Triglochin maritima,fjæresauløk,6,Triglochin maritima,,138497,99344,Triglochin maritima,L.,species,,,Plantae,Magnoliophyta,Monocots,Alismatales,Juncaginaceae,Triglochin,,,,Plantae Magnoliophyta Monocots Alismatales Juncaginaceae Triglochin,fjæresauløk,fjøresaulauk,,2865368
1146,Triglochin palustris,myrsauløk,7,Triglochin palustris,,138498,99345,Triglochin palustris,L.,species,,,Plantae,Magnoliophyta,Monocots,Alismatales,Juncaginaceae,Triglochin,,,,Plantae Magnoliophyta Monocots Alismatales Juncaginaceae Triglochin,myrsauløk,myrsaulauk,,2865280
1147,Tripleurospermum inodorum,balderbrå,4,Tripleurospermum inodorum,,138515,100902,Tripleurospermum inodorum,(L.) Sch.Bip.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Tripleurospermum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Tripleurospermum,balderbrå,balderbrå,,3104179
1148,Tripleurospermum maritimum,strandbalderbrå,10,Tripleurospermum maritimum,,138519,100903,Tripleurospermum maritimum,(L.) W.D.J.Koch,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Tripleurospermum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Tripleurospermum,strandbalderbrå,strandbalderbrå,,3104173
1149,Tripolium pannonicum,strandstjerne,8,Tripolium pannonicum,,60868,100908,Tripolium pannonicum,(Jacq.) Dobrocz.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Tripolium,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Tripolium,strandstjerne,strandstjerne,,3098616
1150,Trisetum spicatum,svartaks,13,Trisetum spicatum,,138552,100214,Trisetum spicatum,(L.) K.Richt.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Trisetum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Trisetum,svartaks,svartaks,,2704353
1151,Triticum aestivum,hvete,1,Triticum aestivum,,138571,100217,Triticum aestivum,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Triticum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Triticum,hvete,kveite,,2706391
1152,Tritomaria polita,bekkehoggtann,3,Tritomaria polita,,65298,105338,Tritomaria polita,(Nees) Jørg.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Tritomaria,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Tritomaria,bekkehoggtann,bekkehoggtann,,4277233
1153,Tritomaria quinquedentata,storhoggtann,3,Tritomaria quinquedentata,,65302,105342,Tritomaria quinquedentata,(Huds.) H.Buch,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Tritomaria,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Tritomaria,storhoggtann,storhoggtann,,2689224
1154,Trollius europaeus,ballblom,9,Trollius europaeus,,138577,103193,Trollius europaeus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Trollius,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Trollius,ballblom,ballblom,,3033289
1155,Turritis glabra,tårnurt,4,Turritis glabra,,138589,101323,Turritis glabra,L.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Turritis,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Turritis,tårnurt,tårnurt,,5376000
1156,Tussilago farfara,hestehov,7,Tussilago farfara,,60872,100912,Tussilago farfara,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Tussilago,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Tussilago,hestehov,hestehov,,3149879
1157,Typha angustifolia,smal dunkjevle,2,Typha angustifolia,,60206,100246,Typha angustifolia,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Typhaceae,Typha,,,,Plantae Magnoliophyta Monocots Poales Typhaceae Typha,smal dunkjevle,smal dunkjevle,,5289461
1158,Typha latifolia,brei dunkjevle,2,Typha latifolia,,60207,100247,Typha latifolia,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Typhaceae,Typha,,,,Plantae Magnoliophyta Monocots Poales Typhaceae Typha,brei dunkjevle,brei dunkjevle,,5289423
1159,Umbilicaria cylindrica,frynseskjold,2,Umbilicaria cylindrica,,53129,77156,Umbilicaria cylindrica,(L.) Duby,species,,,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Umbilicariaceae,Umbilicaria,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Umbilicariaceae Umbilicaria,frynseskjold,,,5260521
1160,Umbilicaria deusta,stiftnavlelav,2,Umbilicaria deusta,,53133,77160,Umbilicaria deusta,(L.) Baumg.,species,,,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Umbilicariaceae,Umbilicaria,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Umbilicariaceae Umbilicaria,stiftnavlelav,,,5260486
1161,Umbilicaria hirsuta,melnavlelav,1,Umbilicaria hirsuta,,53140,77167,Umbilicaria hirsuta,(Westr.) Hoffm.,species,,,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Umbilicariaceae,Umbilicaria,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Umbilicariaceae Umbilicaria,melnavlelav,,,5260507
1162,Umbilicaria hyperborea,vanlig navlelav,2,Umbilicaria hyperborea,,53141,77168,Umbilicaria hyperborea,(Ach.) Hoffm.,species,,,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Umbilicariaceae,Umbilicaria,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Umbilicariaceae Umbilicaria,vanlig navlelav,,,5260496
1163,Umbilicaria polyphylla,glatt navlelav,2,Umbilicaria polyphylla,,53157,77184,Umbilicaria polyphylla,(L.) Baumg.,species,,,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Umbilicariaceae,Umbilicaria,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Umbilicariaceae Umbilicaria,glatt navlelav,,,5260484
1164,Umbilicaria spp.,navlelav,6,Umbilicaria,,53116,77143,Umbilicaria,,genus,,,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Umbilicariaceae,,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Umbilicariaceae,,,,
1165,Umbilicaria vellea,lys navlelav,1,Umbilicaria vellea,,53176,77203,Umbilicaria vellea,(L.) Hoffm.,species,,,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Umbilicariaceae,Umbilicaria,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Umbilicariaceae Umbilicaria,lys navlelav,,,5260530
1166,Urtica dioica,stornesle,13,Urtica dioica,,63498,103538,Urtica dioica,L.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Urticaceae,Urtica,,,,Plantae Magnoliophyta Eudicots Rosales Urticaceae Urtica,stornesle,stornesle,,5361816
1167,Urtica urens,smånesle,1,Urtica urens,,63503,103543,Urtica urens,L.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Urticaceae,Urtica,,,,Plantae Magnoliophyta Eudicots Rosales Urticaceae Urtica,smånesle,smånesle,,5361815
1168,Vaccinium myrtillus,blåbær,27,Vaccinium myrtillus,,138625,101825,Vaccinium myrtillus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Vaccinium,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Vaccinium,blåbær,blåbær,,2882833
1169,Vaccinium uliginosum,blokkebær,29,Vaccinium uliginosum,,138626,101826,Vaccinium uliginosum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Vaccinium,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Vaccinium,blokkebær,blokkebær,,2882814
1170,Vaccinium vitis-idaea,tyttebær,48,Vaccinium vitis-idaea,,138643,101829,Vaccinium vitis-idaea,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Vaccinium,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Vaccinium,tyttebær,tyttebær,,2882835
1171,Vahliella leucophaea,småfiltlav,1,Vahliella leucophaea,,104781,145190,Vahliella leucophaea,(Vahl) P.M.Jørg.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Vahliellaceae,Vahliella,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Vahliellaceae Vahliella,småfiltlav,,,2601231
1172,Vahlodea atropurpurea,rypebunke,5,Vahlodea atropurpurea,,138649,100221,Vahlodea atropurpurea,(Wahlenb.) Fr. ex Hartm.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Vahlodea,,,,Plantae Magnoliophyta Monocots Poales Poaceae Vahlodea,rypebunke,rypebunke,,
1173,Valeriana sambucifolia,vendelrot,21,Valeriana sambucifolia,,144141,101748,Valeriana sambucifolia,Mikan f.,species,,,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Valeriana,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Valeriana,vendelrot,vendelrot,,7298979
1174,Veratrum lobelianum misae,finnmarksnyserot,2,Veratrum lobelianum misae,,138676,99596,Veratrum lobelianum misae,Sirj.,variety,,,Plantae,Magnoliophyta,Monocots,Liliales,Melanthiaceae,Veratrum,,,,Plantae Magnoliophyta Monocots Liliales Melanthiaceae Veratrum Veratrum lobelianum,finnmarksnyserot,finnmarksnyserot,,
